,CODE_IRIS,area
226,323550000,11362254.679975076
227,772820000,20191687.985613424
228,673200000,12983392.734047087
229,920440121,150620.95272697927
230,132080801,851626.4291635419
231,144240000,9417723.812925816
232,352381003,1429576.2539996838
233,024730000,8384937.215406422
234,190580000,51397325.73293292
235,2B0250000,5917755.991601487
236,441620505,279335.81959996134
237,893390000,40653780.993390806
238,250220000,27514282.932170846
239,772250000,29908583.273086023
240,311940000,13437808.444301378
241,786680000,27496349.472058218
242,722390000,39132630.38025651
243,460420501,39581017.50115458
244,604430000,13501414.19250304
245,870530000,50922858.3261105
246,623180102,9681590.264340172
247,360440301,1959638.5395656747
248,742250103,15274521.189578101
249,940680204,571457.3807740606
250,574800102,1894267.7517639212
251,704810000,13450297.912071606
252,862070000,74751212.84887491
253,623990000,17380830.33204273
254,323600000,25233005.237292003
255,911740501,908233.586691469
256,315830000,28745011.090092372
257,423160104,1715279.0348986608
258,453460000,97601497.37844421
259,831250000,47498464.73875574
260,027030000,28408964.91205927
261,576150000,28189061.117944855
262,060270103,1004737.201712303
263,645590000,24007041.91232611
264,634510000,36267576.41760149
265,785861301,1748532.0836841168
266,212250000,20932075.108509704
267,542110000,32122084.653387982
268,671690000,27976891.25862806
269,576630103,2572161.2870383505
270,290510103,28365626.861974016
271,920400505,296155.562182835
272,040070000,19187273.597534053
273,940810308,52104.80409583154
274,542540000,17697252.478230797
275,940220113,737500.9633608883
276,174460000,11773507.905385535
277,311140000,10827146.212676514
278,240350000,62722995.95293201
279,751062201,289814.95476616843
280,341540106,62545078.47798074
281,660960000,26064924.21022372
282,651670000,3946356.972673934
283,174300000,26492768.476220716
284,764160000,9784724.076367984
285,402290000,157131013.65971535
286,595320000,20249156.153793406
287,953130105,27561628.3911057
288,596160101,8828391.594467858
289,232060000,27014968.536474206
290,543210000,7459455.178991638
291,173000802,1301272.6302239853
292,954280103,844792.6921764978
293,340320701,2381546.24783193
294,310530000,11200520.958345862
295,491760000,106438509.58929756
296,292840000,18299334.16544028
297,192450000,14884977.121688334
298,603780000,7665542.972734072
299,810650301,3305806.6762377457
300,260470000,50405965.133321725
301,692860202,662562.9955040987
302,884040000,10527207.82938067
303,674821202,245107.6730514466
304,682760000,3866624.0837978786
305,400790000,9832718.887869298
306,222420000,49441228.393419996
307,590310000,8756292.24816934
308,721811201,906203.2462900209
309,955980105,1510060.0960625764
310,274050000,13427014.391878905
311,050460102,1791141.0075576473
312,470360000,30445063.16213269
313,714540000,11272412.299945615
314,381690111,738877.4627501981
315,313170000,19252970.341970455
316,831370702,801623.1132196549
317,615000000,16371332.485333916
318,852380000,33255989.187762797
319,110190000,19960504.369057704
320,211840000,8404774.833276004
321,540790000,22457080.175460406
322,555690000,26217695.45183021
323,940760109,318540.45423327317
324,513820000,14144038.841375014
325,452840101,1435461.48738173
326,595130000,7893482.036205966
327,283240000,46635225.14089928
328,722090000,32976332.966252137
329,272020000,26621168.232942313
330,113540000,13263584.381383859
331,730970000,17293188.584602527
332,510380000,13636202.268203473
333,254720000,7758917.795427052
334,881210000,67672342.9777485
335,110650000,49103371.01616299
336,421820000,48295107.44743479
337,541400000,9705616.311950624
338,630210000,11748771.049939198
339,501380000,26699820.176912952
340,722950000,25307561.0219874
341,628470000,8827131.366554437
342,320620000,16656493.82551622
343,956070106,1571534.3546726494
344,780070000,7075153.260515467
345,821210101,626233.4282839583
346,191080000,35300007.71524624
347,806200401,21256781.858442746
348,594270000,9756327.593608577
349,770910000,14532968.37895458
350,930140104,205779.59392408232
351,174090000,42818119.482668705
352,807670000,13649687.507641267
353,470320102,26115291.442667168
354,575580000,17087501.881824583
355,783110103,996612.6794465955
356,604120000,9412102.826493189
357,764840104,5937561.523832164
358,243370000,22303447.537021477
359,060770000,125260371.54361854
360,093110000,6832199.415544041
361,560630000,13897468.02932197
362,693820501,2304227.841031995
363,940440105,4944254.749686465
364,2B2810000,46003728.69481886
365,023340000,36252128.22235025
366,593860104,3878003.3816640982
367,643870000,27490165.230621163
368,881410000,20525787.415326014
369,042280000,32521075.43162407
370,320250000,26563766.241965123
371,501560000,9723662.344953619
372,026550000,14126295.861238625
373,742430102,10143927.361418772
374,072160000,39345557.29615495
375,710410000,5636959.61417153
376,512040000,35827919.66730812
377,092250102,2587773.8328255042
378,740770000,34891400.6745681
379,121850000,88798559.75775525
380,372330106,9671818.769303424
381,212311602,757221.0268879978
382,811150000,45128490.24904651
383,593110000,15842886.103164813
384,110690302,2861897.0878920043
385,920750103,339292.8286241456
386,462600000,22229189.60426816
387,550680000,18600989.95174618
388,631160000,37258809.003438905
389,821450000,33539829.368783507
390,692750107,792517.7968581888
391,531470101,1128617.4434835012
392,810010000,18495995.31730043
393,090630000,47521372.22668488
394,624270104,3413784.081020197
395,882920000,15851190.013766102
396,914340106,2192836.371100996
397,240770000,27754670.549910504
398,582530000,33787146.04338619
399,900840000,8482210.268521797
400,515710000,86845992.78814699
401,693860201,311882.76851126377
402,073020000,37107745.902404495
403,2B3560000,24002782.264485575
404,670460103,7128639.77368019
405,614790000,14384544.160512226
406,120040000,46885971.628288314
407,890300000,42564640.65448633
408,603880000,12153011.064243032
409,644220101,17657094.614353005
410,920040702,232068.40960881364
411,511080403,1164980.9220051933
412,602830000,7165521.829463743
413,641760000,26816381.758062568
414,130140106,60162663.96967445
415,870840000,12744295.230483988
416,113680000,13297756.60598135
417,691490303,462209.7726982994
418,803760000,13353992.859544784
419,593500408,426500.39239885093
420,103871102,637443.9698660914
421,940650105,1523949.0652290434
422,670760000,18355736.722057767
423,471770000,22212155.196625043
424,120270000,22119409.021838307
425,242920000,47527095.956561275
426,800211503,1467569.1205129798
427,554000000,19789022.068499863
428,583010000,70321643.43612741
429,283250000,41503048.74286807
430,765520101,2038291.3591708178
431,391660000,29207714.004012126
432,772200000,20763814.823352885
433,292320119,220340.94656776017
434,290750101,66047574.48475368
435,627740000,35932878.19360434
436,770380000,3527086.414573541
437,024080301,1472121.141916776
438,531010000,49491786.01792257
439,630220000,25558666.621950496
440,621680000,55294097.49240079
441,292980000,21455630.41780679
442,453420000,20317374.563801225
443,303510104,8626736.709405506
444,174360000,29582792.357981198
445,674410000,11866393.284459306
446,893650000,91438069.25401163
447,930510404,391907.18439349515
448,174760000,20121843.553319372
449,810650902,59385195.07476588
450,751187104,146798.0915478383
451,916650000,8004600.331831953
452,141180804,1049553.3572219603
453,544370000,21111011.14107541
454,731900000,37086609.064489216
455,060600000,9513642.811743865
456,831290103,1052462.6099359987
457,091900000,11828149.435705524
458,130040121,43995235.84237961
459,261180000,23038286.134442724
460,553010000,36556169.19204572
461,705610000,29067247.04249082
462,554740000,39674612.68088048
463,270560102,3213999.856253104
464,112680000,19238480.706414256
465,381850605,369521.74258887273
466,543950505,59158.134514794714
467,292670000,40149282.141074106
468,593330000,13005106.867365459
469,291960000,69049175.44881164
470,390760000,3507439.0400348343
471,321260000,20774170.167200565
472,870500101,6804579.793321466
473,212311303,703020.0421947793
474,742410000,47155709.376129836
475,672950000,8728411.877484795
476,120680000,108002906.91327727
477,172880000,10798564.608101951
478,060040108,661534.7771908115
479,674460000,17259745.621124
480,821180000,7698394.712779023
481,2A1860000,52639811.53181142
482,132060602,174472.3202917837
483,421190000,9176590.710644549
484,751114314,131971.85127041957
485,163970000,29821172.200400975
486,607030000,13350826.93379076
487,351080000,52258872.24698943
488,583030105,6563580.115669065
489,032250000,89472492.74618971
490,392500000,9264663.429807242
491,691770000,20302724.88680034
492,645500000,6667090.035393593
493,930710105,239128.49082498322
494,014240000,27020366.161709487
495,220790000,95046865.82505807
496,510630000,7744187.328643274
497,930610104,95236.79584690377
498,910210101,2107926.8430557507
499,693850202,765359.8637589257
500,263340000,13824758.00949515
501,593920102,565621.3038491196
502,401780000,30532658.723819293
503,630710000,62317289.23212157
504,593500304,328170.8000415661
505,131170105,557032.4015599984
506,681090000,10882033.003147447
507,862730000,88444807.11250152
508,026320000,9326445.668846933
509,130270105,610252.764097158
510,577570107,3463311.408832855
511,612810000,17890043.15138846
512,331620104,1033247.5299701806
513,333960000,13971835.360430732
514,451540000,52419328.709540084
515,060880205,112395.42530411144
516,693870103,385661.1066095762
517,023710000,8794538.43873332
518,730580000,12561568.567282578
519,712140000,23174217.839864623
520,260090000,12191857.909329074
521,606130000,14830616.451012257
522,741710000,20471074.181878034
523,410750000,54626835.60910892
524,802230000,6162222.290401733
525,333780000,37276902.78052579
526,882620000,7070205.229414038
527,241950000,20169342.501340877
528,027320000,15264230.408328677
529,512300601,1858529.780999452
530,672710000,6304445.801473199
531,580150000,10526247.945576075
532,900100201,2576376.966692822
533,140690000,11384913.689214487
534,303410101,190557415.45357314
535,140820000,4772958.584605718
536,577430000,3111342.1352784447
537,402100000,255822906.8911984
538,324240000,16695176.126232853
539,952520103,701524.4237231421
540,020910000,12501512.967828318
541,930100302,778827.1460613435
542,900780000,6964460.182180066
543,432340000,157338782.28643024
544,080140000,29938451.460267883
545,891870000,23960917.54199626
546,580860105,46687188.81544461
547,580920000,99146318.21825348
548,025950000,8767163.734353155
549,561040000,40338488.65535856
550,173060109,1561634.9839217898
551,930460104,748882.2836626996
552,803670000,14849380.369128438
553,955720101,285399.2968409567
554,222410000,89296288.7521846
555,503170000,10763388.790830372
556,764200000,30266024.762294132
557,331920110,1338024.4370968442
558,862140104,16298698.854143664
559,111080000,10619217.96547754
560,072120000,41389836.72027694
561,143780000,15593661.889061
562,273750107,1110536.5265320337
563,111470000,10166191.61334889
564,642190000,9553265.457477545
565,930660602,264613.3041657759
566,751103707,184391.13227580185
567,380370000,34146130.89305763
568,713580000,26019545.034785733
569,290190131,440920.6616314417
570,390400000,19640061.036673095
571,522370000,35705296.53479112
572,395790000,53781511.41233259
573,083880000,11527050.020409063
574,441330000,70698635.2760572
575,593500303,288714.31271144556
576,380530403,11808467.503554793
577,674920000,7013289.766203909
578,274720000,21905423.26753663
579,145190000,9910941.7975817
580,692560702,3128677.9393308777
581,180180000,60645260.84623721
582,786460403,399096.63347387064
583,313540000,10067644.005224748
584,341160101,18563789.640213896
585,673650102,4632188.857311887
586,462410000,12814954.74002317
587,692440203,1142161.8649527312
588,042030000,58033467.064173676
589,770860000,39319442.95859579
590,811050107,39049409.03702757
591,480280000,89440461.4376401
592,244260000,25846729.470081516
593,145300000,19724671.601970315
594,802260000,19143389.071294196
595,470370000,28926120.462253883
596,770420000,22886141.888220813
597,216160000,9862110.124431469
598,334490110,6760361.488082663
599,920510402,389843.09555664397
600,831290104,929156.8968604963
601,164090000,49517445.2029726
602,070170000,27426729.47563412
603,342650000,5705823.987503969
604,631131101,2887910.38043051
605,492440104,82522526.185277
606,512820000,20732909.964331057
607,644450107,255220.20542752682
608,785860201,1090831.308244282
609,661410101,14397341.920835365
610,026770000,16149681.329470959
611,141230000,14007951.871707361
612,532610000,15119306.351217892
613,012440103,6931405.326134025
614,691720000,8983257.76101679
615,274140000,31932181.737250406
616,840920105,882869.4670832487
617,771310201,6016751.753861069
618,523530000,122712425.89116633
619,173450000,15152435.99654572
620,634530000,26198254.054436766
621,802500000,31381544.05590399
622,596230000,27524732.955522478
623,313780000,7816183.783599045
624,881960103,111905346.34737587
625,250770000,11021559.3514663
626,302430102,17744311.080115568
627,722830000,64335614.71250792
628,880610000,45604183.70097353
629,651540000,1756693.1939719908
630,850450000,5839743.275681128
631,841430000,67596598.40453783
632,670810000,12488713.126400886
633,335080000,33261546.88498619
634,571950000,24774102.327353343
635,440260103,3180593.236908864
636,930640101,1979214.772557897
637,605020000,6579108.736912762
638,231920000,122624103.99899608
639,217140000,7837186.390525864
640,352850000,61673923.61807607
641,914340101,573685.6949174611
642,894260000,29506113.89088508
643,643010000,39516208.83162807
644,112620502,497626.9402521945
645,420340000,15629420.681770872
646,680630103,1949787.7197312212
647,180330401,808537.6599341084
648,920020306,166705.62739370944
649,810640000,172815989.7679018
650,553400000,42301643.934051625
651,582080000,47613848.32304041
652,101250000,49020484.95450051
653,080900000,33331018.19827263
654,091220104,14448455.933061551
655,940190108,1442641.8514464833
656,132020202,121280.22498140743
657,110360000,44829067.157775775
658,132080404,240068.25879086315
659,763940000,12740597.31138222
660,552240000,22363980.505716894
661,173000403,14268752.646750115
662,950600102,5954450.662941991
663,730110102,1141069.8089550112
664,930510403,336144.5272276669
665,570710000,15170013.029971167
666,503340000,27076983.029064655
667,192510000,52384949.14631406
668,631130403,306472.10669007606
669,255510000,18578632.235984858
670,180920000,53690953.24671378
671,174430000,38944729.53358786
672,012410000,37297295.54252272
673,251600000,38343720.36800945
674,360740000,54136186.03712337
675,332910000,6592407.456831026
676,810650206,623450.2579643871
677,892280000,33515181.14309913
678,161840000,10000900.146128066
679,140760000,16649771.772688704
680,621931002,892190.9678437847
681,690920103,2079076.5901959913
682,451790000,101847089.30566709
683,940110103,868699.6713675081
684,160810000,15873357.659424586
685,920040602,351100.9133191696
686,401190000,54423549.15367523
687,335290301,226169388.53992125
688,625000000,7586246.934489866
689,372330101,1783655.9192135779
690,751104011,142514.2001711053
691,320510000,18209912.387007184
692,680660402,79246786.63803399
693,840070113,673153.7583503071
694,505020201,13867888.254403574
695,552930000,36708219.912378296
696,543951202,568265.9085978998
697,672380000,13829538.798222797
698,490071202,1937096.9805394835
699,751124810,171190.7640922435
700,147210000,18572568.838736866
701,513370000,7641596.876800881
702,543460000,24509350.646224476
703,411550000,20266052.009421606
704,162980000,23070300.158343457
705,791290000,20267265.373321686
706,380800000,11225246.272048673
707,600150000,8533753.525355298
708,393890000,15744480.539304102
709,431850000,15466432.753084239
710,766050000,13572306.37943688
711,611830000,22913087.91135624
712,840870102,1223368.119889909
713,190290000,23156583.551262718
714,270220000,34534626.891617335
715,661340000,24657985.443123117
716,342720000,11707678.622324253
717,884330000,10006731.165187623
718,802490000,20443649.975903224
719,113970101,28984424.845538393
720,701040000,46425406.82790663
721,751207702,150580.7626817696
722,601591401,743664.8488758547
723,350580000,33366771.208194043
724,751135004,41491.34569211477
725,112620203,990504.5920291754
726,872030000,105081464.61041363
727,372260000,87720418.20011024
728,162090000,29424844.38369571
729,870620000,22124192.85740704
730,071760000,10510751.810706696
731,313040000,12213019.198590197
732,543130000,16847929.960148424
733,522570000,17658518.89824201
734,805370000,8711831.9626666
735,121540000,79501653.60235775
736,400330000,39248824.37869418
737,721900000,26823850.234138183
738,751124623,212355.64104972043
739,014040000,17391973.070453133
740,252480000,18198445.345812842
741,290630000,28756126.139666747
742,650400000,3212870.8024182203
743,422180804,313964.54189268773
744,930780113,670538.6854680384
745,352381005,328245.4572896175
746,640630000,28934788.587500427
747,141181601,3119753.229003019
748,384050000,35209564.93126298
749,761950000,9951421.452427065
750,821210401,1200018.0544526079
751,761600000,10290431.246755183
752,560450000,34696423.78145147
753,335500106,6751852.543995867
754,2B1010000,11791766.267384056
755,273660000,9730983.480097622
756,940030105,681139.5666154777
757,330760000,41691414.48757002
758,171790000,26775424.19413442
759,570990000,40216917.58386339
760,550490000,26557748.580937658
761,940440103,416328.5151789682
762,311980000,8017337.353662322
763,283290000,13731638.846983952
764,027220502,1884593.7115974189
765,276040000,10272316.177073916
766,644460000,16411865.811819894
767,911320000,13096479.798938956
768,862800000,41814493.97740822
769,516380000,59595476.50698573
770,920510406,292430.10849011294
771,303010000,9222949.027635546
772,290280000,43351644.1118889
773,591370000,32413750.670059
774,060881503,182117.0836880013
775,214750000,52403859.15477247
776,710260000,15673216.632163271
777,111060102,40326941.08433804
778,340570104,1928134.153910579
779,335190101,4592675.241582448
780,630500000,14462828.004652461
781,514330000,13567734.205573777
782,250561104,873025.4299953509
783,442200000,42345760.0602535
784,330320102,1712924.1819416028
785,580120000,74193586.23431061
786,629000000,13639553.739459377
787,273930000,21075419.33684053
788,631130201,1275278.8985676875
789,553290000,23516518.351101663
790,492210000,89848597.09993283
791,801380000,8684993.824618032
792,051820000,43608099.12955222
793,627980000,16064804.92721376
794,751207705,103497.19834000002
795,321350000,15149623.312315838
796,383860000,33723834.537252255
797,130930000,12966298.282514617
798,890240110,866936.0782307006
799,190310701,1916534.4899939725
800,072140000,17002060.033268895
801,786880104,1903003.2612893695
802,501291402,953252.0463459224
803,881490000,11284923.905268919
804,732340000,29386137.31704928
805,574420000,19067389.31582319
806,270560103,2258273.0305439136
807,581250000,23812094.84347986
808,231570000,15731859.68552573
809,930310203,409315.02857179136
810,591760000,17921534.78426897
811,381310000,48975261.66385666
812,330631101,218416.665243294
813,362080000,55367476.39746204
814,622500103,7477997.778857646
815,300280105,520422.8992255433
816,805850000,18581750.231340002
817,221960000,42055264.26491858
818,882330000,61247139.41699957
819,362250000,47812353.496884815
820,561650103,77197144.64314023
821,460120000,42815063.80788129
822,394730000,18461985.967884604
823,712630102,38714545.55950242
824,170430000,52233589.22498658
825,577510105,606878.8730014059
826,670830000,70761173.51987526
827,764100102,2052876.4210935826
828,952030110,1969358.875319029
829,452830000,25421577.756234005
830,303550000,10386825.986144356
831,774790102,2515493.370385534
832,574630802,1538180.7077885387
833,732350000,122422229.54883146
834,870910000,65711938.5947145
835,881200000,37399613.566966295
836,603950201,7314346.732957826
837,740400000,17773187.632626962
838,028180000,17588406.5771558
839,940330103,902968.3362042889
840,028190000,28868762.285826396
841,660990000,15410953.569753295
842,840880102,13758415.070114579
843,432440000,104879399.91140945
844,670170000,17545073.916027073
845,705810000,35047563.4435837
846,210380102,13004770.07090133
847,930550601,373500.4323767771
848,751186927,100971.84918695176
849,181370000,56186159.762310006
850,762340000,15063143.061320191
851,120110000,96422851.3651161
852,930300101,5507149.616473625
853,461230000,8657729.705589343
854,692650000,21440740.89261982
855,215640000,62416004.73174367
856,144370101,3504785.0961447833
857,572530000,67397548.55647668
858,275900000,27301576.109986816
859,920730102,754293.1174588099
860,603930000,7851260.789004975
861,870850601,2628222.862412948
862,710140106,64491402.798089884
863,860860000,92891873.28557004
864,712890000,58577042.58773619
865,851940105,7679578.335340183
866,721800102,3459813.1732683415
867,623830000,13445706.186754199
868,803170000,22654926.002119027
869,147230000,13358539.327339837
870,764750101,4271523.883564771
871,505070000,31936730.568847798
872,242670000,9582462.269947879
873,010530402,7839689.48665108
874,781720102,710123.3319586939
875,251860000,16203114.63938399
876,021680201,3686765.7145283394
877,171960000,22090892.390158918
878,590430301,52264762.21301505
879,060880401,2472875.0053174095
880,360680000,48741617.88785189
881,830620103,1645761.4919171836
882,060883102,4233048.326034827
883,103550000,26512101.553778596
884,523020000,26654597.723062556
885,112620302,628682.2884924007
886,642820000,26264660.741362333
887,170810000,16653981.72778238
888,280850301,946616.5292632832
889,382520000,4010213.17830392
890,070750000,87068966.4926655
891,606550000,21503526.19543946
892,330900102,7878096.042522245
893,542120000,20280756.112400796
894,172100000,35780613.10256994
895,412880000,38147479.190441765
896,420030000,63839954.93686994
897,130320101,51148613.82688612
898,740790000,37860529.13000452
899,911800000,18817692.60461838
900,250570103,661901.8086259637
901,331190103,2610189.1006448255
902,593680302,395435.747891841
903,741350000,25678139.79362614
904,611630000,25424679.424432416
905,172250000,71470795.47827189
906,671860000,4078786.0797020597
907,900590000,4195676.124083449
908,763511401,507345.1472382663
909,303520000,15874167.007172495
910,472520102,40034697.03822013
911,807530000,10727141.713606292
912,661920000,15424292.946985729
913,882800000,6907465.74076772
914,574740102,2597733.4067761973
915,383820202,1045822.0572409112
916,310360000,8819362.58358298
917,851940204,11273887.312794136
918,940220105,267217.61724939226
919,421870801,1931408.9389042673
920,930510203,1390710.3851599153
921,530620202,23770188.180610124
922,370010000,65459585.779284105
923,590900104,6346026.175992758
924,613670000,23291782.168612953
925,810770000,74422353.65809178
926,621660000,29557429.040908996
927,101980000,11051872.295236345
928,084900101,15403139.463188304
929,222430000,60614661.67866263
930,631310000,38540361.24390157
931,940280401,443978.80189094594
932,315550501,191792.2146765267
933,806470000,9054710.826878322
934,082380000,6208001.724091288
935,592910105,4936083.526389902
936,315553201,351087.3879549487
937,470750000,25441202.63573923
938,531810000,13384521.004779765
939,071930000,6111165.546188341
940,372612103,420982.5884388639
941,751072505,236390.81087770805
942,680660803,496611.642999802
943,653110000,3310855.4279694296
944,940410102,232757.16028652893
945,032880000,61748027.09785768
946,310970000,16220015.060195822
947,693850401,208091.10521947136
948,661220000,53332603.777305074
949,082460000,48132429.835662544
950,422180602,498492.9482799271
951,624980206,2734962.7265845444
952,102710000,37284451.443794705
953,574630806,1183520.1187345956
954,883710000,53398920.80353165
955,820680000,19486186.122022282
956,190530000,37559422.22109845
957,692040103,3001295.0420664493
958,740100404,561101.6392749752
959,514542801,1098221.8807656483
960,131040103,4849920.887191992
961,275430000,11453214.939496549
962,582520000,32247226.002553903
963,361630000,70880838.44470589
964,595121202,1308150.047164483
965,281680000,25810813.97116071
966,170070000,19735305.56552663
967,841290301,23612144.880206745
968,332000103,2189113.9863939094
969,940330119,602623.9645951143
970,893470000,79327027.0122937
971,605150000,21461151.28752563
972,580180000,15968610.002072977
973,331210000,7277195.037780086
974,642550000,10242018.207813734
975,303400000,37299421.79790836
976,810040601,2325302.72398545
977,751166105,144233.50021261812
978,420950205,1565427.6414106672
979,180331101,766721.5992598841
980,911120000,19249499.32079317
981,544690000,17107434.354731046
982,600230000,4896223.628964833
983,275990000,18252904.982832804
984,940020101,627067.694334343
985,026840000,101717365.70153499
986,604140301,1930627.1432340099
987,543380000,9506954.598507317
988,121510000,36892328.87652658
989,940430105,428249.89329832315
